state,unemployment,year,Population,violent total,Murder,rape,Robbery,Aggravated assault,property total,Burglary,Larceny theft,vehicle theft
MA,4.758,1984,5798000,523.7,3.6,28.1,174.6,317.4,4064.8,1099.6,2125.1,840
MA,3.975,1985,5822000,538.2,3.5,29.8,188.5,316.5,4219.6,1120.4,2234.4,864.8
MA,3.892,1986,5832000,556.9,3.6,29.7,192.7,330.9,4166.5,1070.9,2189.1,906.5
MA,3.242,1987,5855000,564.6,3,31.9,177.3,352.5,4169.2,1059.9,2185.1,924.2
MA,3.267,1988,5871000,619.6,3.5,32,176.3,407.8,4371.3,1061.3,2417.5,892.5
MA,4.142,1989,5913000,675,4.3,31.8,202.6,436.3,4461,1065.5,2484.8,910.7
MA,6.283,1990,6016425,736.3,4,33.7,217.1,481.4,4561.5,1112.7,2525.3,923.6
MA,8.625,1991,5996000,736.1,4.2,32.1,194.6,505.2,4586.2,1167.1,2500.5,918.7
MA,8.458,1992,5998000,779,3.6,36.1,184.4,555,4223.8,1072.3,2361,790.5
MA,6.983,1993,6012000,804.9,3.9,33.4,175.7,592,4089,1001.7,2271.3,816.1
MA,6.058,1994,6041000,707.6,3.5,30.2,168.2,505.7,3733.4,881,2151.3,701
MA,5.3,1995,6074000,687.2,3.6,29,150.4,504.2,3654.4,817.7,2232.2,604.5
MA,4.442,1996,6092000,642.2,2.6,29,127.7,482.9,3194.9,704.1,1962.6,528.2
MA,3.925,1997,6118000,644.2,1.9,26.9,109.1,506.2,3031,661.8,1887.8,481.4
MA,3.3,1998,6147000,621.3,2,27.4,96.6,495.2,2814.6,607.3,1777.7,429.5
MA,3.183,1999,6175169,551,2,26.9,96,426,2711.5,533.8,1762.6,415
MA,2.692,2000,6349097,476.1,2,26.7,91.6,355.9,2550,482,1660.5,407.6
MA,3.725,2001,6401164,477.8,2.2,29,101.2,345.4,2610.1,506.6,1668.8,434.7
MA,5.267,2002,6421800,484.9,2.7,27.7,111.6,342.9,2612.2,517.7,1680.6,414
MA,5.708,2003,6420357,473.1,2.2,28.8,124.8,317.4,2562.8,544.6,1620.9,397.3
MA,5.15,2004,6407382,460.2,2.7,28,116.8,312.8,2468.2,538.4,1585.7,344.1
MA,4.867,2005,6433367,461,2.8,27.2,121.8,309,2358,539.8,1524,294
MA,4.9,2006,6437193,500.5,2.9,27.5,125.5,344.5,2391.5,547.5,1564.7,279.2
MA,4.608,2007,6449755,441.7,2.9,25.5,108.9,304.4,2399.2,554.5,1611.3,233.4
MA,5.533,2008,6497967,463.8,2.6,26.9,108.9,325.4,2399.5,557.9,1645.3,196.3
MA,8.092,2009,6593587,462.6,2.6,26.3,113.2,320.4,2323.1,523.5,1619.7,179.9
MA,8.3,2010,6555466,468.9,3.3,27.2,105.2,333.2,2356.8,578.2,1603.6,175
MA,7.258,2011,6607003,427.3,2.8,25,102.4,297,2252.6,551,1538.4,163.2
MA,6.683,2012,6645303,407,1.8,24.8,98.6,281.7,2156.8,521.2,1496.6,139
MA,6.717,2013,6708874,406.4,2.1,25.7,99.9,270.1,2046.2,457.8,1452.4,136
MA,5.75,2014,6745408,391.4,2,24.1,89.5,267.6,1857.1,370.1,1364.5,122.5
MI,9.4,1976,9104000,646,11.1,36.1,332.6,266.1,5832.2,1668.5,3550.6,613.1
MI,8.208,1977,9129000,584.7,9.3,38.9,261.9,274.6,5227.3,1522.7,3159,545.5
MI,6.992,1978,9189000,577.2,10.6,39.6,219.3,307.7,5016.9,1444.3,3046.7,525.9
MI,7.783,1979,9208000,614.2,9.1,44.5,219.6,341.1,5532.8,1507.5,3423.2,602.1
MI,12.325,1980,9228128,639.5,10.2,46.6,244,338.6,6036.4,1741.3,3710.2,584.9
MI,12.425,1981,9201000,641.9,9.4,47.5,257.5,327.6,6212.2,1862.1,3714.9,635.2
MI,15.383,1982,9109000,656.6,9.1,46.6,271.1,329.7,6128,1813.1,3623.1,691.7
MI,14.367,1983,9069000,716.7,10,56.1,285.3,365.3,5760.8,1691.9,3331.3,737.6
MI,11.225,1984,9075000,760.1,9.7,64.8,306.7,378.9,5795.9,1644.2,3285.9,865.9
MI,9.967,1985,9088000,734.1,11.2,67.6,292.4,362.9,5632.2,1527.2,3277.1,827.8
MI,8.842,1986,9145000,803.9,11.3,67.4,301.3,423.9,5687.6,1509.5,3377.7,800.4
MI,8.308,1987,9200000,780.1,12.2,67.2,276.5,424.2,5676.7,1452.2,3472.5,752
MI,7.492,1988,9300000,741.7,10.8,69.5,241.1,420.3,5342.7,1314.6,3287,741.1
MI,7.133,1989,9273000,709.2,10.7,71.4,222.3,404.7,5259.2,1224.8,3311.7,722.6
MI,7.617,1990,9295297,790.4,10.4,77.6,234,468.4,5204.4,1143.3,3347.4,713.7
MI,9.217,1991,9368000,803.1,10.8,78.7,243.3,470.3,5335,1186.2,3469.1,679.7
MI,8.983,1992,9437000,770.1,9.9,80,221.5,458.6,4840.5,1041.2,3173.5,625.8
MI,7.225,1993,9478000,791.5,9.8,71.1,238.5,472.1,4661,982.7,3063.2,615
MI,6,1994,9496000,766.1,9.8,70.8,228.9,456.7,4679.1,967.2,3055.7,656.1
MI,5.267,1995,9549000,687.8,8.5,62,187.3,430.1,4495,909.7,2939.7,645.5
MI,4.9,1996,9594000,635.3,7.5,57,176.2,394.6,4482.2,895.4,2886.3,700.5
MI,4.275,1997,9774000,590,7.8,51.9,152.8,377.5,4326.9,825.9,2832.6,668.4
MI,3.908,1998,9817000,620.8,7.3,50.4,155.8,407.3,4062.1,837.8,2630,594.3
MI,3.717,1999,9863775,574.9,7,49.2,143,375.7,3750,778,2396.2,575.8
MI,3.608,2000,9938444,555,6.7,50.6,138,359.7,3554.9,702.2,2291.9,560.7
MI,5.192,2001,10006266,553.9,6.7,52.6,129.3,365.3,3521.3,719.9,2265.7,535.7
MI,6.258,2002,10043221,540.7,6.8,53.4,118,362.6,3336.2,706.6,2134.4,495.1
MI,7.167,2003,10082364,511.3,6.1,54.3,111.6,339.3,3278.6,677.6,2068.3,532.7
MI,7.058,2004,10104206,492.2,6.4,54.3,112.2,319.4,3066.1,635.7,1929.8,500.6
MI,6.775,2005,10100833,554,6.2,51.5,132.1,363.9,3098,698.2,1922,478
MI,7,2006,10095643,564.4,7.1,53,140.9,363.4,3225.1,755.9,1973,496.2
MI,7.033,2007,10071822,533.8,6.6,45.6,132.7,349,3063.5,747.4,1899.2,416.9
MI,7.983,2008,10003422,514.9,5.5,45.1,132.4,331.9,2950,747.6,1844.9,357.4
MI,13.658,2009,9969727,499.8,6.2,45.4,124.6,323.5,2848.8,762.8,1791.7,294.3
MI,12.592,2010,9877143,493,5.9,47.9,116.7,322.5,2748.8,752.7,1718.6,277.5
MI,10.383,2011,9876801,442.8,6.2,44,103.9,288.6,2544.6,706.3,1586.2,252.2
MI,9.117,2012,9882519,455,7.1,46.9,105.5,295.5,2522.1,663.4,1604.9,253.8
MI,8.8,2013,9898193,452.2,6.3,45.5,102,275.3,2325,568.3,1513.3,243.3
MI,7.25,2014,9909877,427.3,5.4,40.9,80.9,277.7,2043.9,445.9,1384.5,213.5
MN,5.875,1976,3965000,189,2.3,18.3,80.4,87.9,4142.1,1122.1,2672.8,347.1
MN,5.283,1977,3975000,193.8,2.7,19.5,85.9,85.8,4037,1134.7,2559.3,343.1
MN,3.892,1978,4008000,189.6,2,19.9,85.1,82.6,3954.5,1093.7,2536.1,324.7
MN,4.225,1979,4060000,221,2.3,21.5,92.5,104.8,4171.8,1112.9,2729.7,329.2
MN,5.775,1980,4061235,227.8,2.6,23.2,99.1,102.9,4571.7,1246,3029.9,295.9
MN,5.8,1981,4090000,228.5,2.1,25.8,104.3,96.3,4508.2,1277.6,2978.8,251.8
MN,7.9,1982,4133000,219.3,2.3,22.7,101.3,92.9,4235.4,1182.1,2815.8,237.6
MN,8.017,1983,4144000,190.9,1.7,22.4,79.6,87.2,3843.3,1075.6,2558.7,209
MN,6.3,1984,4162000,211.5,1.8,25.3,71.1,113.3,3630,990.9,2432.5,206.6
MN,5.992,1985,4193000,256.4,2.1,29.6,85.8,138.9,3877.8,1017.5,2598.5,261.9
MN,5.533,1986,4214000,284.6,2.5,31.8,102,148.3,4077.6,1004.2,2785.3,288.1
MN,5.133,1987,4246000,285.4,2.6,33.9,102.5,146.3,4330.4,1068.9,2960.1,301.4
MN,4.283,1988,4306000,290.1,2.9,31,94.7,161.4,4024.7,909.6,2775.8,339.3
MN,4.342,1989,4353000,288.3,2.5,31.3,94.8,159.6,4094.9,896.9,2818.1,379.9
MN,4.783,1990,4375099,306.1,2.7,34,92.7,176.7,4232.7,907.2,2959.9,365.6
MN,5.158,1991,4432000,316,3,39.8,98,175.3,4180.2,853.6,2963.2,363.4
MN,5.125,1992,4480000,338,3.3,41.1,109.5,184.1,4252.7,889.7,3007.8,355.2
MN,4.958,1993,4517000,353.9,3.4,61.9,112.7,175.8,4059,844.5,2872,342.6
MN,4.083,1994,4567000,359,3.2,59.7,117.6,178.6,3982,791.7,2875.9,314.3
MN,3.758,1995,4610000,356.1,3.9,56.2,123.7,172.2,4141.2,797.3,3002.5,341.5
MN,3.975,1996,4658000,338.8,3.6,50,115.6,169.7,4124.3,762.5,2977.1,384.8
MN,3.267,1997,4686000,337.8,2.8,52.2,114.7,168.1,4076.1,752.6,2942.2,381.3
MN,2.7,1998,4725000,310.2,2.6,49.9,92.5,165.2,3736.3,687.5,2723.6,325.2
MN,2.758,1999,4775508,274,2.8,42.7,82,146.5,3323.6,580.2,2465.4,278
MN,3.15,2000,4919479,280.8,3.1,45.5,75.5,156.7,3207.6,530.9,2403.7,273
MN,3.767,2001,4984535,263.7,2.4,44.9,75.4,141.1,3311.2,511.5,2498.1,301.6
MN,4.5,2002,5024791,267.2,2.2,45.2,78.4,141.4,3264.3,557.9,2430.9,275.5
MN,4.875,2003,5064172,262.9,2.5,41.3,77.1,142,3113.3,546.9,2294.9,271.5
MN,4.683,2004,5096546,269.8,2.2,41.7,79.9,146.1,3041.6,550.3,2226.1,265.2
MN,4.067,2005,5126739,297,2.2,44,92.1,158.9,3088,579.6,2230,279
MN,3.992,2006,5167101,310.5,2.4,31.8,105.3,170.9,3082.5,586.5,2239,257
MN,4.567,2007,5197621,289.6,2.2,36,91.8,159.6,3044.8,571.7,2229.7,243.3
MN,5.442,2008,5220393,265.4,2.1,34.6,80.1,148.6,2864.1,508.7,2160.1,195.3
MN,7.767,2009,5266214,244.5,1.4,34,68.7,140.4,2644.9,485.7,1996.9,162.3
MN,7.408,2010,5310658,235.7,1.8,33.9,63.8,136.2,2569,459.7,1947.6,161.7
MN,6.492,2011,5347299,230.5,1.4,39.5,63.3,126.2,2546.8,480.3,1914.1,152.4
MN,5.617,2012,5379646,230.9,1.8,30.4,64.6,134,2568.1,471.7,1939.1,157.2
MN,4.967,2013,5422060,234.4,2.1,26.8,67.8,127.4,2419.6,418.9,1853.8,146.9
MN,4.158,2014,5457173,229.1,1.6,26.6,67.6,123.3,2297.5,380.7,1763.5,153.3
MS,6.558,1976,2354000,295.4,12.5,16.3,64.1,202.5,2172.9,811.3,1239.4,122.2
MS,7.292,1977,2389000,288.7,14.3,19.6,65.7,189.1,2299.9,915.6,1239.9,144.4
MS,6.933,1978,2404000,321.2,12.6,21.8,70.2,216.6,2233.7,846.3,1235.6,151.8
MS,5.75,1979,2406000,323.6,12.6,21.7,70.7,218.6,2637,973.7,1496.5,166.8
MS,7.417,1980,2511491,341.9,14.5,24.6,81,221.7,3075.2,1179.1,1717.8,178.4
MS,8.5,1981,2530000,304.6,12.6,26,81.4,184.6,3232.8,1170.5,1880.9,181.3
MS,11.033,1982,2551000,294.6,14,26.5,73,181.1,3278,1183.8,1940.6,153.6
MS,12.058,1983,2587000,280.4,11.2,23.8,63.8,181.6,2927.7,1023.5,1762,142.1
MS,10.542,1984,2598000,282,9.7,27.5,60.5,184.3,2777.9,980.1,1653.3,144.5
MS,10.392,1985,2613000,270.9,10.6,26.7,62.6,171.1,2994.8,1021.9,1817,156
MS,11.4,1986,2625000,274.1,11.2,25.8,64.6,172.4,3070.9,1075.9,1845,150.1
MS,9.958,1987,2625000,269.8,10.2,29.2,57,173.3,3168.8,1201.4,1807,160.5
MS,8.433,1988,2627000,325.2,8.6,36.2,77.2,203.3,3267.6,1281,1820.3,166.4
MS,7.833,1989,2621000,311.2,9.7,38.8,78.3,184.4,3204.1,1145.3,1879.7,179.2
MS,7.6,1990,2573216,340.4,12.2,44.1,86.2,198,3528.8,1251.2,2070,207.6
MS,8.517,1991,2592000,389.1,12.8,46.3,116.3,213.7,3831.7,1331.9,2213.5,286.3
MS,8.042,1992,2614000,411.7,12.2,44.6,124.5,230.4,3870.7,1282.8,2251.4,336.5
MS,6.617,1993,2643000,433.9,13.5,42.6,139.3,238.4,3984.4,1285.8,2363.5,335.1
MS,6.267,1994,2669000,493.7,15.3,45.4,162.5,270.5,4343.3,1292.4,2646,405
MS,6.217,1995,2697000,502.8,12.9,39.1,130.9,319.9,4011.7,1131.1,2520.1,360.5
MS,6.025,1996,2716000,488.3,11.1,36.1,134.2,306.8,4034.6,1132.4,2551.5,350.8
MS,5.708,1997,2731000,469,13.1,39,137,279.9,4161.3,1187.4,2632.3,341.6
MS,5.267,1998,2752000,410.7,11.4,37.3,123.3,238.6,3973.3,1144.5,2490,338.7
MS,5.117,1999,2768619,349.3,7.7,41.8,111.6,188.2,3921.1,1051.4,2380.9,488.8
MS,5.375,2000,2844658,360.9,9,35.8,95,221.1,3643.5,946.3,2452.2,245
MS,5.533,2001,2859733,349.9,9.9,40.1,115.2,184.7,3832.8,1042.8,2458.8,331.3
MS,6.625,2002,2866733,343.9,9.2,39.3,117.1,178.3,3822.6,1032.3,2458.1,332.2
MS,6.325,2003,2882594,323.9,9.3,37.4,104.6,172.6,3707.3,1025.6,2369.6,312.1
MS,6.15,2004,2900768,295.4,7.8,40,86.3,161.2,3481.1,953.6,2256,271.6
MS,7.475,2005,2908496,280,7.4,39.4,82.7,150.1,3274,923.7,2093,258
MS,6.542,2006,2910540,311.8,7.9,35.7,112,156.2,3190.2,931.7,1972.3,286.2
MS,6.092,2007,2918785,291.3,6.9,35.4,99.2,149.8,3113.9,932.7,1934.8,246.4
MS,6.567,2008,2938618,304.3,8,32.6,104.8,158.9,2909.1,868,1828.4,212.8
MS,9.475,2009,2951996,286.3,6.6,33.6,100.6,145.6,2958.2,1001.3,1772.7,184.2
MS,10.383,2010,2970072,269.3,6.9,31.3,93.5,137.6,2983,1025.3,1777.2,180.4
MS,9.975,2011,2977457,269,7.8,29,83.8,148.4,3016.3,1031.8,1819.6,164.8
MS,8.975,2012,2986450,260.1,7.1,27.4,76.2,149.3,2810.5,940.4,1725.1,145
MS,8.55,2013,2992206,277.5,7.3,24.3,80.6,155.4,2725.3,834.5,1744.3,146.6
MS,7.5,2014,2994079,278.5,8.6,25.5,81.2,153.4,2921.2,813.3,1956.9,150.9
MO,6.25,1976,4778000,449.4,9.3,27.1,204.1,208.9,4584.7,1403.2,2794.9,386.6
MO,6.033,1977,4801000,460.4,9.6,28.3,189,233.5,4120.8,1318.3,2424.2,378.4
MO,4.908,1978,4860000,467.9,10.4,28,184,245.5,4059.5,1345.2,2345.5,368.8
MO,4.8,1979,4868000,527.2,11.2,33.6,210.9,271.4,4412.7,1446.7,2555.4,410.6
MO,7.2,1980,4901288,554.5,11.1,32.6,223.6,287.2,4878.6,1668.9,2795.1,414.6
MO,7.65,1981,4938000,540.2,10.4,29.7,215.2,284.8,4811.2,1583.1,2846.6,381.4
MO,9.242,1982,4951000,506.5,9.7,25.9,193,278,4441.3,1391.3,2714.3,335.8
MO,9.883,1983,4970000,477.2,8.1,26.8,167.9,274.4,4052.7,1217.2,2517.9,317.5
MO,7.158,1984,5008000,460.7,7.1,26.5,140.8,286.2,3836.3,1115.5,2391.2,329.7
MO,6.525,1985,5029000,503.5,8.1,29.2,147.6,318.5,3862.5,1098.7,2399.1,364.8
MO,6.208,1986,5066000,578.6,9.2,29.2,170.2,370,4075.5,1136.1,2500.5,438.9
MO,6.275,1987,5103000,544.6,8.3,28.9,164.1,343.3,4162.8,1111.3,2625.2,426.3
MO,5.717,1988,5139000,552.5,8,29.3,168.1,347.1,4292.2,1140.4,2717.4,434.4
MO,5.542,1989,5159000,632.6,7.9,30.8,195,398.9,4494.6,1135.8,2835.2,523.6
MO,5.833,1990,5117073,715.3,8.8,32.5,216.4,457.6,4405.3,1065.8,2800.2,539.4
MO,6.583,1991,5158000,763,10.5,34,251.1,467.4,4652.6,1253.3,2840.9,558.5
MO,6.175,1992,5193000,740.4,10.5,36.5,226.9,466.5,4356.7,1100.1,2759.3,497.4
MO,6.242,1993,5234000,744.4,11.3,36.2,241.8,455.2,4351,1025.5,2777.8,547.7
MO,5.075,1994,5278000,743.5,10.5,37,230.7,465.2,4564.2,1053,2998.9,512.3
MO,4.725,1995,5324000,663.8,8.8,32.1,204,418.8,4456.8,932.6,3050.9,473.3
MO,4.792,1996,5359000,590.9,8.1,29.2,170.6,383.1,4493,894.2,3151.1,447.7
MO,4.342,1997,5402000,577.4,7.9,28.2,156.1,385.2,4237.1,868.2,2878,490.9
MO,4.167,1998,5439000,555.7,7.3,26.9,149.2,372.2,4270.7,872.5,2948.4,449.8
MO,3.292,1999,5468338,500.2,6.6,26.3,130.7,336.6,4078.2,776.8,2881.1,420.3
MO,3.583,2000,5595211,490,6.2,24.1,135.8,323.9,4037.7,745,2851.3,441.4
MO,4.625,2001,5637309,540.5,6.6,24.5,137.8,371.6,4229.2,762.4,2969.9,496.9
MO,5.392,2002,5669544,539,5.8,25.8,123.9,383.4,4065.9,753.5,2820.7,491.7
MO,5.617,2003,5719204,490.8,5.1,24.5,116.9,344.3,4083.9,734.3,2825.8,523.7
MO,5.858,2004,5759532,490.1,6.1,25.7,115.1,343.1,3900.1,702.7,2747.9,449.6
MO,5.392,2005,5797703,526,6.9,28,124.1,366.6,3929,738.6,2747,443
MO,4.85,2006,5842713,545.9,6.3,30.2,130,379.4,3834,765.6,2633.6,434.7
MO,5.108,2007,5878415,560.7,6.2,30.4,131.5,392.7,3829.5,763.8,2659.2,406.5
MO,6.142,2008,5911605,502.4,7.7,27.3,125.1,342.3,3662.7,774.1,2537.4,351.1
MO,9.275,2009,5987580,492.9,6.5,26.8,124.2,335.4,3370,728,2350.9,291.1
MO,9.592,2010,5995715,457.7,7,24.1,103.2,323.4,3350,737.1,2343.8,269.1
MO,8.475,2011,6008984,447.5,6.1,24.4,104.4,312.5,3313.1,746.8,2311.2,255.1
MO,6.95,2012,6024522,451.3,6.5,25.3,96,323.5,3316.7,705.6,2340,271.1
MO,6.708,2013,6044917,433.7,6.1,27.8,90.8,298.7,3137.4,641.8,2225.2,270.4
MO,6.133,2014,6063589,442.9,6.6,28.1,92.2,304.8,2906.5,581.5,2055.3,269.8
MT,5.967,1976,753000,180.3,5,13.5,35.6,126.2,4081.5,841,2932.7,307.8
MT,6.3,1977,761000,218,5.4,16.7,39.2,156.8,3887.3,804.9,2773.2,309.2
MT,5.75,1978,785000,237.6,4.8,15.8,36.8,180.1,3678.2,786,2585.1,307.1
MT,5.183,1979,786000,224.2,4.2,20.6,33.1,166.3,4236.4,803.3,3121.8,311.3
MT,6.117,1980,781592,222.6,4,21,34,163.6,4801.9,950.6,3529.6,321.7
MT,6.85,1981,792000,253,3.4,22.1,38.1,189.4,4765.9,966,3519.4,280.4
MT,8.517,1982,801000,224.8,3.9,14.9,33.1,173,4108.4,843.8,3006.1,258.4
MT,8.633,1983,817000,212.6,3.7,19.8,23.5,165.6,4431.8,908.2,3294.7,228.9
MT,7.6,1984,824000,237.6,4.4,20.6,27.4,185.2,4415,858,3286.4,270.6
MT,7.683,1985,826000,208.5,5.8,19.2,20.9,162.5,4340.8,827.5,3238,275.3
MT,7.933,1986,819000,157.4,2.9,17.3,19.5,117.6,4321.5,792.6,3314,214.9
MT,7.45,1987,809000,151.2,4.1,19.8,24.2,103.1,4448.2,806.1,3404.3,237.8
MT,6.642,1988,804000,123,2.6,16.8,22.6,81,4144,703.6,3224,216.4
MT,5.792,1989,806000,116,2.9,18,17,78.2,3881.5,691.7,2964.3,225.6
MT,5.958,1990,799065,159.3,4.9,24.4,21.7,108.4,4342.8,709.1,3391.2,242.5
MT,6.917,1991,808000,139.9,2.6,19.8,18.6,98.9,3508.3,523.6,2778.3,206.3
MT,6.742,1992,824000,169.9,2.9,25.5,26.9,114.6,4426.2,643.9,3548.9,233.4
MT,6.05,1993,839000,177.5,3,27.9,32.4,114.2,4612.5,714.2,3652.1,246.2
MT,5.258,1994,856000,177.1,3.3,27.2,32.7,113.9,4841.7,721.7,3833.8,286.2
MT,5.65,1995,870000,171.4,4,26.6,29.1,111.7,4626,581.6,3769.8,274.6
MT,5.308,1996,879000,161,3.9,27.1,29.7,100.3,4332.7,558.4,3518.5,255.7
MT,5.333,1997,879000,132.1,4.8,19.5,20.4,87.5,4276.7,569.1,3459.7,247.9
MT,5.542,1998,880000,204.2,2,26.7,26.4,149.1,4155,519.9,3402.3,232.8
MT,5.258,1999,882779,236.8,2.5,33.2,27.1,174,3296.7,439.1,2645.4,212.3
MT,4.958,2000,902195,311.1,2.2,34.1,22.5,252.3,3568.9,437.4,2957,210.2
MT,4.55,2001,905382,352,3.8,20.8,25.4,302.1,3332.8,405.4,2726.4,201.1
MT,4.417,2002,910372,351.2,1.8,26,31.1,292.3,3158.2,361.3,2601,195.9
MT,4.717,2003,918157,365,3.3,26.8,32.5,302.5,3096.2,405.4,2483.2,207.6
MT,4.767,2004,926920,293.8,3.2,29.5,25.1,235.9,2936.1,379.2,2382.3,174.6
MT,4.35,2005,934737,282,1.9,32.2,18.9,228.7,3146,389.6,2546,211
MT,3.483,2006,944632,377.3,3.5,36.8,24.7,312.3,2856.8,357.8,2292.9,206.1
MT,3.558,2007,957861,379.8,2.8,37.9,24.3,314.8,2906.2,362.9,2329.7,213.6
MT,5.067,2008,967440,311.4,4.1,37,21.1,249.2,2718.5,381.3,2153.5,183.7
MT,6.842,2009,974989,287,3.3,36.6,23.4,223.7,2546.3,378.1,2002.9,165.3
MT,7.3,2010,990958,275.8,2.5,33.5,15.5,224.2,2564.1,372.6,2035,156.5
MT,6.958,2011,997667,276.1,2.9,36.7,17.1,219.4,2394.1,335.5,1913.4,145.2
MT,5.992,2012,1005494,278.8,2.9,39,20.1,216.8,2595.9,389.9,2037.2,168.9
MT,5.417,2013,1014864,288.1,2.3,37.6,21.4,218.5,2581.1,406.2,1989.6,185.3
MT,4.675,2014,1023579,323.7,3.6,42,19.8,247.4,2472.9,351.2,1922.1,199.6
NE,3.225,1976,1553000,210.5,2.9,20.5,63,124.1,3351.4,684.2,2433.7,233.5
NE,3.45,1977,1561000,199.4,3.9,18.1,64.7,112.7,3325.2,760,2316.1,249.1
NE,3.15,1978,1565000,190.5,3,18.3,64.9,104.4,3250.7,746.8,2287.2,216.8
NE,3.042,1979,1574000,225.9,4.1,21.5,73.5,126.8,3767.2,813.5,2680.7,272.9
NE,3.933,1980,1563921,224.6,4.4,23.2,82.2,114.7,4080.6,915.4,2921.6,243.6
NE,4.233,1981,1576000,181.5,3.1,20.5,70.7,87.2,3996,912.6,2875.9,207.5
NE,5.642,1982,1586000,229.6,2,20.7,61.9,145,3721.2,811.3,2732.1,177.9
NE,5.567,1983,1597000,217.7,2.6,21.2,49.8,144,3569.9,777,2631.6,161.4
NE,4.475,1984,1606000,225.8,3.4,23.7,43.2,155.6,3270.6,643.8,2482.9,144
NE,5.183,1985,1606000,237.9,2.9,23.4,48.5,163.1,3456.7,730.4,2570.2,156
NE,5.025,1986,1598000,262.6,3.1,24.6,51.1,183.7,3593.1,748.2,2677.3,167.6
NE,4.417,1987,1594000,251.2,3.5,21.6,47.1,179,3880.4,847.9,2866.5,165.9
NE,3.592,1988,1601000,273.2,3.6,24,56.1,189.4,3866.8,765.2,2912.8,188.8
NE,2.942,1989,1611000,279.5,2.5,23.6,52,201.4,3812.1,745.5,2880.4,186.2
NE,2.35,1990,1578385,330,2.7,30,51.1,246.2,3883.1,723.8,2981.1,178.2
NE,2.667,1991,1593000,334.6,3.3,28.1,54,249.2,4019.5,726.6,3080.4,212.6
NE,2.875,1992,1606000,348.6,4.2,31.4,56.7,256.2,3975.5,714.6,3060,200.8
NE,2.775,1993,1607000,377.8,3.9,27.8,62.4,283.6,3903.2,663.5,2912.9,326.8
NE,2.65,1994,1623000,389.5,3.1,30.8,75.4,280.2,4050.9,675.5,2991.2,384.2
NE,2.65,1995,1637000,382,2.9,19.4,65.2,294.5,4162.5,631.9,3179.2,351.4
NE,2.733,1996,1652000,434.7,2.9,27.1,63.7,341.1,4001.8,614.5,3045.7,342
NE,2.492,1997,1657000,438.4,3,24.5,66.2,344.7,3845.3,592.2,2918.7,334.4
NE,2.558,1998,1663000,451.4,3.1,25.1,77.6,345.7,3953.8,634,2971.7,348
NE,2.8,1999,1666028,430.2,3.6,24.8,75.9,325.9,3678,609.7,2741.8,326.5
NE,2.825,2000,1711263,327.6,3.7,25.5,67,231.4,3767.9,592,2870.3,305.6
NE,3.117,2001,1720039,303.1,2.5,25.1,65.6,210,4009.4,567.4,3064.6,377.3
NE,3.65,2002,1727564,314.2,2.8,26.9,78.7,205.9,3946.5,597.9,2977.6,371
NE,3.942,2003,1737475,293.8,3.2,29,67.1,194.5,3751.9,583.2,2815.8,352.9
NE,3.858,2004,1747704,308.6,2.3,35.5,65.1,205.7,3519.6,562.2,2654.9,302.5
NE,3.8,2005,1758163,287,2.5,33,59.2,192.6,3432,535.1,2580,317
NE,3.125,2006,1768331,293.9,2.9,32.6,64.2,194.1,3359.7,539.2,2528.4,292.1
NE,2.992,2007,1774571,311.3,4,31,62.8,213.5,3142.4,509.1,2337.7,295.6
NE,3.333,2008,1783432,312.3,3.9,33.7,72.7,202,2879.3,489.6,2152.8,236.9
NE,4.625,2009,1796619,289.4,2.3,34.3,67.9,184.8,2768,485.7,2087,195.3
NE,4.642,2010,1830141,278.3,3,36.8,55.7,182.8,2667.9,454.5,2016,197.4
NE,4.417,2011,1842234,253.6,3.7,37.9,53.9,158.1,2762.6,473.6,2066,223
NE,4.008,2012,1855350,258.8,2.8,38.3,60.8,157,2759.7,471.3,2064.4,224.1
NE,3.767,2013,1868969,264.8,3,33.2,55.4,161.1,2632.3,478.6,1915,238.7
NE,3.275,2014,1881503,280.4,2.9,33,55.4,176.2,2523.5,422.5,1864.1,236.8
NV,8.792,1976,610000,691,11.5,47.2,294.9,337.4,7615.1,2392.5,4717.4,505.2
NV,6.725,1977,633000,743,15.8,49.1,323.1,355,7225,2453.1,4212.6,559.2
NV,4.458,1978,660000,780.8,15.5,53.9,359.5,351.8,7506.1,2659.2,4245.2,601.7
NV,4.942,1979,702000,835.6,17.5,59.5,407.5,351,7996,2820.4,4471.2,704.4
NV,6.158,1980,800312,912.6,20,67.2,460.6,364.9,7941.4,2906.7,4356.3,678.4
NV,7.192,1981,845000,896.4,17.5,64.9,458,356.1,7695.5,2727.3,4373.4,594.8
NV,9.875,1982,881000,805.4,13.6,61.5,419.6,310.7,7095.6,2412.7,4117.9,564.9
NV,9.592,1983,891000,655.2,12.8,51.3,307.2,284,6046.1,2011.4,3563.3,471.4
NV,7.892,1984,911000,628.5,10.8,60.7,279,278,5932.5,1978.4,3458.6,495.5
NV,7.717,1985,936000,667.1,10.3,60.3,274.9,321.7,5907.5,1849.6,3561.5,496.4
NV,6.192,1986,963000,718.9,12.6,64.9,286.9,354.5,5570.8,1603.9,3489.2,477.7
NV,6.067,1987,1007000,695.7,8.4,61.8,272.5,353,5675.7,1629.4,3491.3,555
NV,5.225,1988,1060000,780.7,10.5,73.8,291.2,405.2,5672.5,1544.9,3528.4,599.2
